SMILES,pIC50,FP
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccc(F)cc5)n([C@H]5CCN(S(=O)(=O)C6CC6)C5)c4n3)cc2)CC1,7.66,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)[nH]c4n3)cc2)CC1,7.01,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C)c4n3)cc2)CC1,7.92,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CC5)c4n3)cc2)CC1,8.15,[0 0 0 ... 0 1 0]
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,7.4,[0 0 0 ... 0 1 0]
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n([C@@H]5CCN(S(=O)(=O)C6CC6)C5)c4n3)cc2)CC1,7.575,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n([C@H]5CCN(S(=O)(=O)C6CC6)C5)c4n3)cc2)CC1,7.575,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n(C5CCOCC5)c4n3)cc2)CC1,6.05,[0 0 0 ... 0 1 0]
CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n([C@H]5CC[C@H](O)CC5)c4n3)cc2)CC1,6.28,[0 0 0 ... 0 1 0]
CN1CCN(c2ccc(Nc3nccc(-n4ccnc4-c4ccc(F)cc4)n3)cc2)CC1,7.2,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3nccc(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,7.0,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncnc4cc5oc(=O)n(CCOC(=O)CBr)c5cc34)cc2Cl)CC1,8.1,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncnc4cc5oc(=O)n(CCOC(=O)CCl)c5cc34)cc2Cl)CC1,7.7,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Oc3ccc4c(c3)C(=O)N(Cc3ccccc3)c3cc(F)ccc3N4)cc2)CC1,6.755,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cnn(C)c4)c2)n3CC(C)(C)O)CC1,6.77,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1,5.06,[0 0 0 ... 0 0 0]
CN1CCN(c2nc(Nc3ccc(F)cc3)nc3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cn4)cc23)CC1,7.46,[0 0 0 ... 0 0 0]
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,4.68,[0 0 0 ... 0 0 0]
CN1CCc2cc(Nc3nccc(-c4c(-c5cccc(NC(=O)Cc6ccccc6)c5)nc5sccn45)n3)ccc2C1,7.24,[0 0 0 ... 0 0 0]
CN1C[C@@H]2C[C@H]1CN2c1cc(F)c(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)c(F)c1,6.76,[0 0 0 ... 0 0 0]
CN1Cc2c(cccc2[C@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)F)CC3)NN2)C1=O,8.52,[0 1 0 ... 0 0 0]
CN1Cc2cc(COc3cccc(-c4n[nH]cc4-c4ccncc4)c3)ccc2C1=O,6.82,[0 0 0 ... 0 0 0]
CN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,9.1,[0 0 0 ... 0 0 0]
CN1Cc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4CC4)NN3)c2C1=O,8.52,[0 1 0 ... 0 0 0]
CN1Cc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)c2C1=O,7.72,[0 1 0 ... 0 0 0]
CN1Cc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)C3=CN(C4CCN(C(C)(C)C)CC4)NN3)c2C1=O,7.96,[0 1 0 ... 0 0 0]
CN1NNc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c21,8.52,[0 1 0 ... 0 0 0]
CN1NNc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)c21,8.7,[0 1 0 ... 0 0 0]
CN1NNc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c21,8.3,[0 1 0 ... 0 0 0]
CN1NNc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)c21,8.7,[0 1 0 ... 0 0 0]
CNC(=N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,5.0,[0 0 0 ... 0 0 0]
CNC(=O)C1CN(c2ncc(C(C)C)c3cc(Nc4ccnc(N5CC[C@@H](O)[C@@](C)(F)C5)n4)ncc23)C1,6.25,[0 1 0 ... 0 0 0]
CNC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NC)[nH]c2ccccc12,5.03,[0 0 0 ... 0 0 0]
CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,8.4,[0 0 0 ... 0 0 0]
CNC(=O)CN1CC[C@H](n2c(Nc3ccc(F)cc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)C1,6.25,[0 0 0 ... 0 0 0]
CNC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,7.64,[0 0 0 ... 0 0 0]
CNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.3,[0 0 0 ... 0 0 0]
CNC(=O)[C@@H](C)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,7.609999999999999,[0 1 0 ... 0 0 0]
CNC(=O)[C@H]1CCCN1Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,7.15,[0 0 0 ... 0 0 0]
CNC(=O)c1c(SSc2[nH]c3ccccc3c2C(=O)NC)[nH]c2ccccc12,5.21,[0 0 0 ... 0 0 0]
CNC(=O)c1c(SSc2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12,5.455,[0 0 0 ... 0 0 0]
CNC(=O)c1c([Se][Se]c2[nH]c3ccccc3c2C(=O)NC)[nH]c2ccccc12,4.89,[0 0 0 ... 0 0 0]
CNC(=O)c1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12,5.21,[0 0 0 ... 0 0 0]
CNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,5.01,[0 0 0 ... 0 0 0]
CNC(=O)c1cc(Nc2ccc(-c3nc4ccccc4s3)cc2)ccn1,5.7,[0 0 0 ... 0 0 0]
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,6.96,[0 0 0 ... 0 0 0]
CNC(=O)c1cc(Oc2ccc3c(c2)[C@H]2[C@H](NC(=O)c4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)[C@H]2O3)ccn1,8.17,[0 0 0 ... 0 0 0]
CNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C(\C)[N+](=O)[O-])cc2OC)cc1,5.4,[0 0 0 ... 0 0 0]
CNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,6.4,[0 0 0 ... 0 0 0]
CNC(=O)c1ccc(Sc2cccc(NC(=S)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)nc1,6.22,[0 0 0 ... 0 0 0]
CNC(=O)c1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,7.1,[0 0 0 ... 0 0 0]
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(CN3CCC(C(=O)NO)CC3)cc2)ncc1Cl,7.945,[0 0 0 ... 0 0 0]
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(C(=O)NO)CC3)cc2)ncc1Cl,7.115,[0 0 0 ... 0 0 0]
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,6.26,[0 0 0 ... 0 0 0]
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(NC(=O)CN3CCOCC3)c(C)c2)ncc1Cl,8.41,[0 0 0 ... 0 0 0]
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(OCCCN3CCC(C(=O)NO)CC3)cc2)ncc1Cl,7.34,[0 0 0 ... 0 0 0]
CNC(=O)c1cnc(Nc2ccnc(N3CCC(O)CC3)n2)cc1NC(C)C,6.54,[0 1 0 ... 0 1 0]
CNC(=O)c1cnc(Nc2ccnc(N3CC[C@@H](O)[C@@H](F)C3)n2)cc1NC(C)C,6.6899999999999995,[0 1 0 ... 0 1 0]
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3C)c2)cnc1N,6.39,[0 0 0 ... 0 0 0]
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,6.13,[0 0 0 ... 0 0 0]
CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,6.385,[0 0 0 ... 0 0 0]
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,5.51,[0 0 0 ... 0 0 0]
CNC(=S)N(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4.9,[0 0 0 ... 0 0 0]
CNC(=S)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.04,[0 0 0 ... 0 0 0]
CNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.46,[0 1 0 ... 0 0 0]
CNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCF,8.815,[0 0 0 ... 0 0 0]
CNC1=CC2N=CN(C)/C(=N\c3cccc(Br)c3)C2C=N1,8.51,[0 0 0 ... 0 0 0]
CNC1CCC(n2nc(-c3ccc(CNC(=O)c4ccccc4OC)cc3)c3c(N)ncnc32)CC1,6.26,[0 0 0 ... 0 0 0]
CNC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,7.2,[0 0 0 ... 0 1 0]
CNC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4NS(C)(=O)=O)n3)c(OC)c2)CC1,9.4,[0 0 0 ... 0 0 0]
CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.3,[0 1 0 ... 0 0 0]
CNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.1,[0 0 0 ... 0 0 0]
CNCCOc1n[nH]c2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,7.77,[0 0 0 ... 0 0 0]
CNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,4.0,[0 0 0 ... 0 0 0]
CNS(=O)(=O)c1ccc(Nc2nc(Cl)nc3cc(OC)c(OC)cc23)cc1,5.79,[0 0 0 ... 0 0 0]
CNS(=O)(=O)c1cccc(N(C)c2cc(Nc3cccc(C)c3)ncn2)c1,5.7,[0 0 0 ... 0 0 0]
CNS(=O)(=O)c1cccc(Nc2cc(N(C)c3cccc(C)c3)ncn2)c1,7.7,[0 0 0 ... 0 0 0]
CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccc(Cl)cc3)ncn2)c1,7.89,[0 0 0 ... 0 0 0]
CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccc(Cl)cn3)ncn2)c1,6.2,[0 0 0 ... 0 0 0]
CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(C(C)(C)C)c3)ncn2)c1,6.4,[0 0 0 ... 0 0 0]
CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(C(C)C)c3)ncn2)c1,7.6,[0 1 0 ... 0 0 0]
CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(C)c3)ncn2)c1,8.52,[0 0 0 ... 0 0 0]
CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(S(=O)(=O)NC)c3)ncn2)c1,5.8,[0 0 0 ... 0 0 0]
CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc([N+](=O)[O-])c3)ncn2)c1,8.4,[0 0 0 ... 0 0 0]
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.265000000000001,[0 0 0 ... 0 0 0]
CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,6.7,[0 0 0 ... 0 0 0]
CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,7.77,[0 0 0 ... 0 0 0]
CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)[C@H](O)NC4=O,6.58,[0 0 0 ... 0 0 0]
CNc1cc(C(=O)/N=c2\[nH]c3ccccc3n2[C@H]2CC[C@@H](O)CC2)cc(-c2cnn(C)c2)n1,6.695,[0 0 0 ... 0 1 0]
CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.82,[0 0 0 ... 0 0 0]
CNc1cc2c(Nc3cccc(C(F)(F)F)c3)ncnc2cn1,8.96,[0 0 0 ... 0 0 0]
CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1,8.495,[0 0 0 ... 0 0 0]
CNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,9.72,[0 0 0 ... 0 0 0]
CNc1cc2c(Nc3ccccc3)ncnc2cn1,8.05,[0 0 0 ... 0 0 0]
CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,9.16,[0 0 0 ... 0 0 0]
CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],7.165,[0 0 0 ... 0 0 0]
CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.89,[0 0 0 ... 0 0 0]
CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,8.85,[0 0 0 ... 0 0 0]
CNc1ccc(N(C)c2ncnc3occ(C)c23)cc1,8.19,[0 0 0 ... 0 0 0]
CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,8.15,[0 0 0 ... 0 0 0]
CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,7.28,[0 0 0 ... 0 0 0]
CNc1ccc2cncnc2c1,8.4,[0 0 0 ... 0 0 0]
CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.345,[0 0 0 ... 0 0 0]
CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.5,[0 0 0 ... 0 0 0]
CNc1ccc2ncnc(Nc3cccc(C)c3)c2c1,7.96,[0 0 0 ... 0 0 0]
CNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,8.4,[0 0 0 ... 0 0 0]
CNc1ccc2ncncc2c1,8.15,[0 0 0 ... 0 0 0]
CNc1cncc(-c2c[nH]c3nc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4)nc(OC4CCCCC4)c23)n1,6.18,[0 0 1 ... 0 0 0]
CNc1cncc(-c2c[nH]c3nc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4)nc(OC4CCOCC4)c23)n1,6.03,[0 0 0 ... 0 0 0]
CNc1cncc(-c2c[nH]c3nc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4)nc(Oc4ccccc4)c23)n1,5.98,[0 0 0 ... 0 0 0]
CNc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,7.72,[0 0 0 ... 0 0 0]
CNc1nc(C)c(C(=O)/C=C/c2ccc(O)cc2)s1,7.47,[0 0 0 ... 0 0 0]
CNc1nc(C)c(C(=O)/C=C/c2ccsc2)s1,6.84,[0 0 0 ... 0 0 0]
CNc1nc(C)c(C(=O)/C=C/c2nccs2)s1,6.59,[0 0 0 ... 0 0 0]
CNc1nc(N/N=C/c2ccc(O)cc2)nc(Nc2ccccc2)n1,4.51,[0 0 0 ... 0 0 0]
CNc1nc(N/N=C\c2ccc(OC)cc2)nc(Nc2ccccc2)n1,4.51,[0 0 0 ... 0 0 0]
CNc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)cn1,6.92,[0 0 0 ... 0 0 0]
CNc1ncc(C(C)C)c2cc(Nc3ccnc(N4CC[C@@H](O)[C@@H](F)C4)n3)ncc12,7.234999999999999,[0 1 0 ... 0 0 0]
CNc1ncc(C(C)C)c2cc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)ncc12,6.35,[0 1 0 ... 0 0 0]
CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.12,[0 0 0 ... 0 0 0]
CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,9.11,[0 0 0 ... 0 0 0]
CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,8.364999999999998,[0 0 0 ... 0 0 0]
CNc1ncc2ncnc(Nc3ccccc3)c2n1,7.885,[0 0 0 ... 0 0 0]
CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)n1,4.6,[0 1 0 ... 0 0 0]
CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,4.6,[0 0 0 ... 0 0 0]
CNc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,4.51,[0 0 0 ... 0 0 0]
CO.Nc1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12,8.57,[0 0 0 ... 0 0 0]
CO/N=C/c1c(N)ncnc1NCc1ccc(F)c(Cl)c1,5.95,[0 0 0 ... 0 0 0]
CO/N=C/c1c(N)ncnc1Nc1ccc(F)c(Cl)c1,7.16,[0 0 0 ... 0 0 0]
CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2cc(F)cc(F)c2)c(Cl)c1,7.48,[0 0 0 ... 0 0 0]
CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,7.92,[0 0 0 ... 0 0 0]
CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,7.8,[0 0 0 ... 0 0 0]
CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]c(Cc3cccc(F)c3)nc2c1,7.32,[0 0 0 ... 0 0 0]
CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]ncc2c1,6.51,[0 0 0 ... 0 0 0]
CO/N=C/c1c(N)ncnc1Nc1ccc2c(c1)CCN2Cc1cccc(F)c1,7.24,[0 0 0 ... 0 0 0]
CO/N=C/c1c(N)ncnc1Nc1ccc2c(ccn2Cc2cccc(F)c2)c1,7.89,[0 0 0 ... 0 0 0]
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccc(F)cc2)c1,6.98,[0 0 0 ... 0 1 0]
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(C#N)c2)c1,7.7,[0 0 0 ... 0 1 0]
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(Cl)c2)c1,7.64,[0 0 0 ... 0 1 0]
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,8.1,[0 0 0 ... 0 1 0]
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(OC)c2)c1,6.57,[0 0 0 ... 0 1 0]
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccccc2)c1,7.36,[0 0 0 ... 0 1 0]
CO/N=C/c1c(N)ncnc1Nc1cccc(Br)c1,7.62,[0 0 0 ... 0 0 0]
COC(=O)/C=C/CNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.484999999999999,[0 0 0 ... 0 0 0]
COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,5.37,[0 0 0 ... 0 0 0]
COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,5.09,[0 0 0 ... 0 0 0]
COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12,5.89,[0 0 0 ... 0 0 0]
COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,5.96,[0 0 0 ... 0 0 0]
COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,6.96,[0 0 0 ... 0 0 0]
COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,7.36,[0 0 0 ... 0 0 0]
COC(=O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.0,[0 0 0 ... 0 1 0]
COC(=O)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.3,[0 0 0 ... 0 0 0]
COC(=O)CC1C(S)=Nc2ccccc21,4.0,[0 0 0 ... 0 0 0]
COC(=O)CCCC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,7.51,[0 0 0 ... 0 0 0]
COC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)OC)[nH]c2ccccc12,4.68,[0 0 0 ... 0 0 0]
COC(=O)CCc1nc2ccc(Br)cc2[nH]c1=O,6.57,[0 0 0 ... 0 0 0]
COC(=O)CCc1nc2ccc(Cl)cc2[nH]c1=O,6.475,[0 0 0 ... 0 0 0]
COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.245000000000001,[0 0 0 ... 0 0 0]
COC(=O)CN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.89,[0 0 0 ... 0 0 0]
COC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1,6.13,[0 0 0 ... 0 0 0]
COC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,6.1,[0 0 0 ... 0 0 0]
COC(=O)CN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)C1,6.08,[0 0 0 ... 0 0 0]
COC(=O)CN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1,5.83,[0 0 0 ... 0 0 0]
COC(=O)CNC(=O)c1ccc(Nc2ncnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)cc1,6.21,[0 0 0 ... 0 0 0]
COC(=O)CNC(=O)c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)cc1,6.12,[0 0 0 ... 0 0 0]
COC(=O)CNC(=O)c1ccc(Nc2ncnc3cc(OCCN4CCCCC4)c(OC)cc23)cc1,5.0,[0 0 1 ... 0 0 0]
COC(=O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.34,[0 0 0 ... 0 1 0]
COC(=O)Cc1c(SSSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12,4.46,[0 0 0 ... 0 0 0]
COC(=O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12,4.75,[0 0 0 ... 0 0 0]
COC(=O)Cc1c(SSc2c(CC(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,4.48,[0 0 0 ... 0 0 0]
COC(=O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O,4.35,[0 0 0 ... 0 0 0]
COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,5.22,[0 0 0 ... 0 0 0]
COC(=O)Cc1ccc2c(c1)[nH]/c(=N\C(=O)c1ccnc(-c3cccnc3)c1)n2CC(C)(C)O,6.98,[0 0 0 ... 0 0 0]
COC(=O)Cc1ccc2c(c1)[nH]/c(=N\C(=O)c1ccnc(-c3cnn(C)c3)c1)n2CC(C)(C)O,7.06,[0 0 0 ... 0 0 0]
COC(=O)Cn1cc(-c2cccc(Cl)c2)c(=O)c2c(O)cc(OC)cc21,6.045,[0 0 0 ... 0 0 0]
COC(=O)N(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.62,[0 0 0 ... 0 0 0]
COC(=O)N1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,6.85,[0 0 0 ... 0 0 0]
COC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C,5.14,[0 0 0 ... 0 0 0]
COC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C.Cl,5.14,[0 0 0 ... 0 0 0]
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,5.16,[0 0 0 ... 0 0 0]
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,5.4,[0 0 0 ... 0 0 0]
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C.Cl,5.4,[0 0 0 ... 0 0 0]
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,5.21,[0 0 0 ... 0 0 0]
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl.Cl,5.21,[0 0 0 ... 0 0 0]
COC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.92,[0 0 0 ... 0 0 0]
COC(=O)[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,5.47,[0 1 0 ... 0 0 0]
COC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,7.27,[0 0 0 ... 0 0 0]
