SMILES,pIC50,FP
CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5cscn5)c(Cl)c4)c23)CC1,6.16,[0 0 0 ... 0 0 0]
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,5.34,[0 0 0 ... 0 0 0]
CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2Cl)C3=O)CC1,5.78,[0 0 0 ... 0 0 0]
CN1CCC(c2ccc(-c3cc(F)c4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,9.22,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3cc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)cnc4cc3F)cc2)CC1,8.85,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)ccc4c3)cc2)CC1,8.92,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)cnc4c3)cc2)CC1,8.24,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)ncc4c3)cc2)CC1,8.01,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cc(F)ccc3O)C4)cc2)CC1,10.0,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cccc(F)c3)C4)cc2)CC1,9.7,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cccc(F)c3)CC4)cc2)CC1,8.49,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3ccccc3)C4)cc2)CC1,9.05,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4c(c3)CCN(C(C(=O)Nc3nccs3)c3cccc(F)c3)C4=O)cc2)CC1,8.66,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4ccn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,8.74,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4cnn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,8.4,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,9.7,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3F)cc2)CC1,10.0,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4n3)cc2)CC1,9.22,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(-c3cnc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,8.72,[0 1 0 ... 0 0 0]
CN1CCC(c2ccc(Nc3nc(N4CCC[C@@H](NC(=O)OC(C)(C)C)C4)cnc3C(N)=O)cc2)CC1,6.26,[0 0 0 ... 0 0 0]
CN1CCC(c2ccc(Nc3nc(N4CCC[C@@H](NC(=O)c5ccc(C(C)(C)C)cc5)C4)cnc3C(N)=O)cc2)CC1,5.26,[0 0 0 ... 0 0 0]
CN1CCC(c2ccc(Nc3nc(N4CCC[C@@H](NC(=O)c5ccc(F)cc5)C4)cnc3C(N)=O)cc2)CC1,6.26,[0 0 0 ... 0 0 0]
CN1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cccnc4)c2)n3C2CCCC2)CC1,7.56,[0 0 0 ... 0 1 0]
CN1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cnn(C)c4)c2)n3C2CCCC2)CC1,7.76,[0 0 0 ... 0 1 0]
CN1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cnn(C)c4)c2)n3CC(C)(C)O)CC1,7.56,[0 0 0 ... 0 0 0]
CN1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cnn(C)c4)c2)n3CC(C)(C)O)CC1=O,7.1,[0 0 0 ... 0 0 0]
CN1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cnn5cccnc45)c2)n3CC(C)(C)O)CC1,8.52,[0 0 0 ... 0 0 0]
CN1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-n4cnc5cccc(F)c54)c2)n3CC(C)(C)O)CC1,7.59,[0 0 0 ... 0 0 0]
CN1CCC(n2cc(-c3cnc(N)c(-c4nc5ccccc5[nH]4)n3)cn2)CC1,6.54,[0 0 0 ... 0 0 0]
CN1CCC2(CC1)CN(c1ccc3ncnc(Nc4cccc(Cl)c4F)c3c1)C(=O)O2,10.42,[0 0 0 ... 0 0 0]
CN1CCC=C(C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)C1,6.94,[0 0 0 ... 0 0 0]
CN1CCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.89,[0 0 0 ... 0 1 0]
CN1CCCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5(C)CCN(C6CC6)CC5)cc4)n3)C2)C1=O,5.26,[0 0 0 ... 0 0 0]
CN1CCCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5(C)CCN(C6CCCC6)CC5)cc4)n3)C2)C1=O,6.26,[0 0 0 ... 0 0 0]
CN1CCCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5CCN(C6CC6)CC5)cc4)n3)C2)C1=O,6.26,[0 0 0 ... 0 0 0]
CN1CCCN(c2ccc(Nc3ncc(Br)c(Nc4ccccc4NS(=O)(=O)C4CC4)n3)cc2)CC1,8.765,[0 0 0 ... 0 0 0]
CN1CCC[C@@H]1/C=C/C(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1-c1ccccc1,7.95,[0 0 0 ... 0 0 0]
CN1CCC[C@@H]1/C=C/C(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1-c1ccccc1,7.84,[0 0 0 ... 0 0 0]
CN1CCC[C@@H]1/C=C/C(=O)Nc1ccc2ncnc3c2c1C=CN3c1ccc(OCc2ccccn2)c(Cl)c1,8.72,[0 0 0 ... 0 0 0]
CN1CCC[C@@H]1/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(OCc2ccccn2)c(Cl)c1,8.65,[0 0 0 ... 0 0 0]
CN1CCC[C@H]1/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,9.0,[0 0 0 ... 0 0 0]
CN1CCC[C@H]1COc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1)C(=O)NCC2,9.51,[0 0 0 ... 0 0 0]
CN1CCN(/N=C/c2c(N)ncnc2Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)CC1,7.8,[0 0 0 ... 0 1 0]
CN1CCN(C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)CC1,5.79,[0 0 0 ... 0 0 0]
CN1CCN(C(=O)c2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,6.63,[0 0 0 ... 0 0 0]
CN1CCN(C(C)(C)/C=C(\C#N)C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)ncnc43)C2)CC1,6.01,[0 0 0 ... 0 0 0]
CN1CCN(C/C=C/C(=O)N2CCCOc3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4cc32)CC1,5.31,[0 0 0 ... 0 0 0]
CN1CCN(C/C=C/C(=O)N2CCOc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc32)CC1,7.565,[0 0 0 ... 0 0 0]
CN1CCN(C/C=C/C(=O)N2CCOc3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4cc32)CC1,7.785,[0 0 0 ... 0 0 0]
CN1CCN(C/C=C/C(=O)N2CCc3c(sc4ncnc(N[C@H](CO)c5ccccc5)c34)C2)CC1,7.05,[0 1 0 ... 0 0 0]
CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(Cc5ccccn5)cc4)ncnc3cn2)CC1,6.535,[0 0 0 ... 0 0 0]
CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,7.885,[0 0 0 ... 0 0 0]
CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,7.715,[0 0 0 ... 0 0 0]
CN1CCN(C2CCN(c3c(Cl)cc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,6.994999999999999,[0 0 0 ... 0 0 0]
CN1CCN(C2CCN(c3cc(Cl)c(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,8.165,[0 0 0 ... 0 0 0]
CN1CCN(C2CCN(c3ccc(Nc4nc(Nc5ccccc5N(C)S(C)(=O)=O)c5cc[nH]c5n4)cc3F)CC2)CC1,8.31,[0 0 0 ... 0 0 0]
CN1CCN(C2CCN(c3ccc(Nc4ncc(Br)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,7.715,[0 0 0 ... 0 0 0]
CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3C(F)(F)F)CC2)CC1,7.365,[0 0 0 ... 0 0 0]
CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3C(F)F)CC2)CC1,7.17,[0 1 0 ... 0 0 0]
CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,8.32,[0 0 0 ... 0 0 0]
CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3OC(F)(F)F)CC2)CC1,7.345,[0 0 0 ... 0 0 0]
CN1CCN(CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,5.47,[0 0 0 ... 0 0 0]
CN1CCN(CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,7.5,[0 0 0 ... 0 0 0]
CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Br)c4)ncnc3cn2)CC1,8.765,[0 0 0 ... 0 0 0]
CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,9.010000000000002,[0 0 0 ... 0 0 0]
CN1CCN(CCC(=O)N2CCOc3c2ccc2ncnc(Nc4ccc(F)c(Cl)c4)c32)CC1,7.59,[0 0 0 ... 0 0 0]
CN1CCN(CCC(=O)N2CCOc3c2ccc2ncnc(Nc4cccc(Br)c4)c32)CC1,7.39,[0 0 0 ... 0 0 0]
CN1CCN(CCC(=O)N2CCOc3c2ccc2ncnc(Nc4cccc(C(F)(F)F)c4)c32)CC1,6.83,[0 0 0 ... 0 0 0]
CN1CCN(CCC(=O)Nc2ccc3c(C#N)cnc(Nc4cccc(Br)c4)c3c2)CC1,5.89,[0 0 0 ... 0 0 0]
CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,9.64,[0 0 0 ... 0 0 0]
CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,5.35,[0 0 0 ... 0 0 0]
CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,6.68,[0 0 0 ... 0 0 0]
CN1CCN(CCCNc2c(Br)cccc2Nc2ncnc3ccncc23)CC1,8.3,[0 0 0 ... 0 0 0]
CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1,8.31,[0 0 0 ... 0 0 0]
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,5.06,[0 0 0 ... 0 0 0]
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC(C)(C)C)nc3n2)CC1,6.82,[0 0 0 ... 0 0 0]
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC4CCCCC4)nc3n2)CC1,6.06,[0 0 1 ... 0 0 0]
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NCc4ccccc4)nc3n2)CC1,6.01,[0 0 0 ... 0 0 0]
CN1CCN(CCCOc2cc(OC3CCOCC3)c3c(Nc4ccc(F)c(Cl)c4)ncnc3c2)CC1,7.18,[0 0 0 ... 0 0 0]
CN1CCN(CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2NC(=O)c2cc([N+](=O)[O-])ccc2F)CC1,8.41,[0 0 0 ... 0 0 0]
CN1CCN(CCCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,7.85,[0 0 0 ... 0 0 0]
CN1CCN(CCNc2nccc(-c3c(-c4cccc(O)c4)nc4occn34)n2)S1(=O)=O,8.53,[0 0 0 ... 0 0 0]
CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,5.59,[0 0 0 ... 0 0 0]
CN1CCN(CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2NC(=O)c2cc([N+](=O)[O-])ccc2F)CC1,7.92,[0 0 0 ... 0 0 0]
CN1CCN(CCOc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2C(F)(F)F)CC1,7.92,[0 0 0 ... 0 0 0]
CN1CCN(CCOc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NO)n3)cc2)CC1,8.645,[0 0 0 ... 0 0 0]
CN1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,8.3,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)o2)CC1,8.3,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,7.9,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(C(=O)NC3C4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5C34)cc2C(F)(F)F)CC1,9.33,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2)CC1,8.89,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2Br)CC1,9.28,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2C(F)(F)F)CC1,8.345,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2Cl)CC1,9.33,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2F)CC1,8.89,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CNC(=O)N7)cc5[C@@H]34)cc2C(F)(F)F)CC1,9.82,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6COC(=O)N7)cc5[C@@H]34)cc2C(F)(F)F)CC1,9.31,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(C(=O)Nc3ccc(-c4cncc(C#N)c4Nc4ccc(F)c(Cl)c4)cc3)cc2)CC1,5.52,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(C(=O)Nc3ccc(-c4cncc(C#N)c4Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)cc3)cc2)CC1,5.6,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(C(=O)Nc3ccc(-c4cncc(C#N)c4Nc4ccc(OCc5ccccn5)c(Cl)c4)cc3)cc2)CC1,5.64,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(NC(=O)Nc3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)cc2)CC1,8.08,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(NC(=O)c3cccc(NC(=O)c4cnc5[nH]ccc5c4)c3)cc2C(F)(F)F)CC1,6.17,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1,6.7,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccc(Nc3nc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)cc2)CC1,8.05,[0 0 0 ... 0 0 0]
CN1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.77,[0 0 0 ... 0 1 0]
CN1CCN(NCCCNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1,8.23,[0 0 0 ... 0 0 0]
CN1CCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5(C)CCN(C(=O)C6CC6)CC5)cc4)n3)C2)C1=O,6.26,[0 0 0 ... 0 0 0]
CN1CCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5(C)CCN(C6CC6)CC5)cc4)n3)C2)C1=O,5.26,[0 0 0 ... 0 0 0]
CN1CCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5(C)CCN(C6CCC6)CC5)cc4)n3)C2)C1=O,6.26,[0 0 0 ... 0 0 0]
CN1CCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5(C)CCN(C6CCCC6)CC5)cc4)n3)C2)C1=O,6.26,[0 0 0 ... 0 0 0]
CN1CCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5(C)CCN(C6COC6)CC5)cc4)n3)C2)C1=O,6.26,[0 0 0 ... 0 0 0]
CN1CCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5(C)CCN(C=O)CC5)cc4)n3)C2)C1=O,6.26,[0 0 0 ... 0 0 1]
CN1CCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5CCNCC5)cc4)n3)C2)C1=O,6.26,[0 0 0 ... 0 0 0]
CN1CCN([C@H]2CC(F)(F)c3cc(NC(=O)c4ccc(F)c(C#Cc5cncc(N6CCC6)c5)c4)ccc32)CC1,6.43,[0 0 0 ... 0 0 0]
CN1CCN([C@H]2CC(F)(F)c3cc(NC(=O)c4ccc(F)c(C#Cc5cncc(N6CCOCC6)c5)c4)ccc32)CC1,6.58,[0 0 0 ... 0 0 0]
CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)c(F)c4)c4c(N)ncnc43)CC2)CC1,5.54,[0 0 0 ... 0 0 0]
CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1,5.64,[0 0 0 ... 0 0 0]
CN1CCN(c2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1,7.59,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)ccc4c3)cc2)CC1,8.47,[0 1 0 ... 0 0 0]
CN1CCN(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)cnc4c3)cc2)CC1,8.51,[0 1 0 ... 0 0 0]
CN1CCN(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)ncc4c3)cc2)CC1,7.75,[0 1 0 ... 0 0 0]
CN1CCN(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cc(F)ccc3O)C4)cc2)CC1,9.52,[0 1 0 ... 0 0 0]
CN1CCN(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cccc(F)c3)C4)cc2)CC1,8.74,[0 1 0 ... 0 0 0]
CN1CCN(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cccc(F)c3)CC4)cc2)CC1,8.17,[0 1 0 ... 0 0 0]
CN1CCN(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3ccccc3)C4)cc2)CC1,9.05,[0 1 0 ... 0 0 0]
CN1CCN(c2ccc(-c3ccc4c(c3)CCN(C(C(=O)Nc3nccs3)c3cccc(F)c3)C4=O)cc2)CC1,8.96,[0 1 0 ... 0 0 0]
CN1CCN(c2ccc(-c3ccc4ccn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,8.3,[0 1 0 ... 0 0 0]
CN1CCN(c2ccc(-c3ccc4cnn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,7.99,[0 1 0 ... 0 0 0]
CN1CCN(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,9.05,[0 1 0 ... 0 0 0]
CN1CCN(c2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2C(F)(F)F)CC1,8.29,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3cc4c(N5CCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,8.36,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3cc4c(N5CCCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,8.3,[0 0 1 ... 0 0 0]
CN1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,7.77,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3cc4c(N[C@@H]5CCCN(C)C5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,8.33,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3cc4c(N[C@H]5CCCN(C)C5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,8.175,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3nc(Nc4ccc5[nH]ccc5c4)c4cn[nH]c4n3)cc2)CC1,6.9,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3nc(Nc4ccccc4N(C)S(C)(=O)=O)c4cc[nH]c4n3)cc2F)CC1,7.7,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1,6.6,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5[nH]c(Cc6cccc(F)c6)cc5c4)n3)cc2)CC1,6.9,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,7.37,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,6.91,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5c(c4)CCC5)n3)cc2)CC1,6.3149999999999995,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5cc[nH]c5c4)n3)cc2)CC1,6.785,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5ccn(C)c5c4)n3)cc2)CC1,6.785,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5cn[nH]c5c4)n3)cc2)CC1,6.665,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5ncccc5c4)n3)cc2)CC1,5.11,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5nccnc5c4)n3)cc2)CC1,6.51,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,6.955,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,6.98,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NO)n3)cc2)CC1,7.67,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4P(C)(C)=O)n3)c(Br)c2)CC1,7.665,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4P(C)(C)=O)n3)cc2Br)CC1,8.51,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc(F)c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,6.6850000000000005,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,6.04,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc4cc(CNc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,7.885,[0 0 0 ... 0 1 0]
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccc(F)cc5)n(C5CCN(C(=O)CO)CC5)c4n3)cc2)CC1,7.39,[0 0 0 ... 0 1 0]
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccc(F)cc5)n([C@@H]5CCN(S(=O)(=O)C6CC6)C5)c4n3)cc2)CC1,7.66,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccc(F)cc5)n([C@H]5CCCN(C(=O)CO)C5)c4n3)cc2)CC1,7.39,[0 0 0 ... 0 0 0]
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccc(F)cc5)n([C@H]5CCN(C(=O)OC(C)(C)C)C5)c4n3)cc2)CC1,6.91,[0 0 0 ... 0 0 0]
